Condition	KO	KO	KO	WT	WT	WT
Mir1928	0	0	0	0	0	0
Gm31691	0	0	0	0	0	0
Gm25524	0	0	0	0	0	0
Arpc2	28365	28776	28583	34679	33815	20732
Gpbar1	0	0	0	0	0	0
Aamp	5845	6841	5461	7293	7506	3593
Gm28364	12	3	9	5	8	7
Pnkd	829	808	602	809	1145	479
Tmbim1	1305	1397	1253	1230	728	490
Catip	12	4	7	4	10	9
Slc11a1	4707	3987	6934	1476	677	820
Ctdsp1	5886	7299	6236	7221	5503	3990
Gm53562	33	22	29	46	22	24
Mir26b	0	0	0	0	2	1
Vil1	2	1	7	3	6	4
Usp37	1591	1532	1364	1754	735	943
Cnot9	3829	3628	3226	6190	3752	2708
Plcd4	0	0	1	0	0	1
Zfp142	847	749	797	682	223	482
Bcs1l	981	1170	811	1465	1047	651
Rnf25	1235	1174	948	1829	1478	1002
Stk36	20	32	34	27	4	14
Ttll4	1607	1339	1366	1942	661	818
Cyp27a1	1492	1103	1566	240	165	295
Prkag3	0	0	0	1	0	0
Wnt6	87	30	29	32	21	9
Gm29539	2	4	4	0	1	0
Gm32099	0	0	0	0	1	0
Wnt10a	1	5	0	4	26	6
n-TGgcc3	0	0	0	0	0	0
Gm32275	1	9	1	3	13	2
Gm53563	0	0	0	0	0	0
Gm16582	0	0	0	0	0	0
Cdk5r2	0	2	0	0	0	0
Fev	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0
Mir375	0	0	0	0	0	0
Cfap65	0	0	0	0	0	0
Ihh	3	3	2	7	6	7
Nhej1	514	302	383	775	853	451
Slc23a3	24	14	23	20	24	17
Cnppd1	4709	5107	4635	5972	5332	3314
Retreg2	4931	5393	4678	6589	4973	3388
Zfand2b	1904	1309	1318	2813	3200	1803
Abcb6	1522	704	1033	2773	1654	1250
Atg9a	2082	1867	2188	2411	1380	1664
Ankzf1	1054	1051	886	1251	982	793
Glb1l	399	487	372	471	215	318
Stk16	5344	4160	3956	7244	6659	4462
Tuba4a	12749	13758	11060	30019	23463	14846
A630095N17Rik	4	2	0	1	0	0
Dnajb2	855	777	750	825	852	496
Ptprn	16	15	11	3	5	1
Resp18	0	0	0	0	0	0
Dnpep	2125	2110	1820	3385	2786	1564
Des	3	12	11	1	1	2
Gm15179	0	0	0	0	0	0
Speg	3	5	3	0	1	2
Gmppa	1340	1559	1262	1767	1289	1026
Gm53564	1	0	0	2	0	1
Asic4	0	0	0	0	0	0
Gm32506	0	0	0	0	0	0
Chpf	316	879	425	325	297	157
Tmem198	41	110	43	15	23	18
Obsl1	45	38	26	6	5	1
Inha	12	0	1	0	0	2
Stk11ip	1286	1513	1619	1236	829	790
Slc4a3	1	1	1	3	0	0
Gm32622	0	0	0	0	0	0
Gm29065	0	0	0	0	0	0
Gm32737	0	0	0	0	0	0
Gm53565	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0
Gm29069	0	0	0	0	0	0
Gm816	0	0	0	0	0	0
Epha4	186	109	128	23	7	9
Mir6352	0	0	0	0	0	0
Gm32793	0	0	0	0	0	0
Gm32974	0	0	0	0	0	0
Gm33083	0	0	0	0	0	0
Gm33030	0	0	0	0	0	0
Gm26263	0	0	0	0	0	0
Pax3	0	0	0	0	0	0
Gm33152	0	0	0	0	0	0
Gm2102	0	0	0	0	0	0
Sgpp2	0	0	0	0	0	0
Gm51634	0	0	0	0	0	0
Farsb	2867	3095	2449	4836	2885	1991
Mogat1	68	46	90	1	3	1
Gm39665	0	0	0	0	0	0
5730419F03Rik	0	0	0	0	0	0
Gm57683	0	0	0	0	0	0
Acsl3	889	706	692	1355	742	537
Utp14b	150	100	166	170	39	66
Gm51635	0	0	0	0	0	0
Gm38631	0	0	0	2	0	2
Gm33693	0	0	0	0	0	0
Gm29536	0	0	0	0	0	0
Kcne4	0	0	0	0	0	0
Gm57565	0	0	0	0	0	0
Scg2	0	0	0	0	0	0
Gm24160	0	0	0	0	0	0
Ap1s3	711	636	728	789	491	402
Wdfy1	549	672	561	629	443	440
Mrpl44	2555	2183	1840	3808	3548	2002
Gm39666	0	0	0	0	0	0
Serpine2	292	450	273	955	511	305
Gm33970	3	1	0	12	0	3
Gm23934	0	0	0	0	0	0
Fam124b	86	100	45	62	21	34
Gm57487	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0
Gm34098	0	0	0	0	0	0
Cul3	6831	5834	5779	7713	4173	4502
Gm39667	4	4	3	0	2	2
Gm38673	0	2	0	3	2	1
1700016L21Rik	0	0	0	0	0	0
Dock10	9441	7644	9098	6248	2490	3304
Nyap2	0	0	0	0	0	0
Gm53566	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0
Irs1	0	0	3	0	2	0
Rhbdd1	1028	905	1040	1287	816	535
Gm46095	0	0	0	0	0	0
Col4a4	0	0	2	0	0	0
Col4a3	0	1	0	0	0	0
C430014B12Rik	24	1	8	17	6	5
Mff	6425	3733	4423	7006	6446	4432
Tm4sf20	0	0	0	0	1	0
Gm34286	5	4	4	3	9	4
Gm17764	0	0	1	2	1	0
Gm34450	0	1	0	0	1	1
Agfg1	3812	2800	3419	5580	2842	2620
Slc19a3	0	0	0	0	0	0
Krtap28-13	0	0	0	0	0	0
Ccl20	0	0	0	2	1	0
Daw1	0	1	0	0	1	0
Sphkap	0	0	0	0	0	0
Pid1	3344	1759	2759	459	646	402
Mir6353	0	0	0	0	0	0
Dner	10	8	6	1	5	1
Gm57795	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0
Gm51637	0	0	0	0	0	0
Trip12	12443	9757	11370	11590	4186	5497
Fbxo36	118	77	80	192	135	116
Slc16a14	14	25	30	12	14	9
Gm39669	1	1	5	0	1	0
Sp140l1	189	98	222	407	167	262
A530040E14Rik	119	52	121	132	48	84
Gm38510	1	8	12	12	10	0
Gm53253	2	0	1	5	3	3
Gm53568	0	0	0	0	1	1
Gm7609	70	45	51	54	19	34
Sp140l2	279	78	159	186	75	203
LOC118567760	3	0	1	0	0	1
Gm53567	1	3	0	1	8	0
Gm2619	18	18	8	7	4	6
Gm7592	45	50	59	60	22	31
Gm2427	1	2	3	21	2	8
Sp110	6088	6247	5755	9268	8284	6818
Sp140	3970	2641	3497	6770	4203	4137
Sp100	11905	9247	10929	11265	8140	7785
A630001G21Rik	1220	921	921	1406	1074	1102
Mir8096	0	0	0	0	1	0
9930111H07Rik	0	0	0	0	0	0
Cab39	8838	7994	7828	11524	6779	5774
Itm2c	5917	8201	7205	5348	5593	2406
Gm32302	0	0	1	2	0	3
Gm51745	0	0	0	0	0	0
4933407L21Rik	0	0	0	2	0	0
Gpr55	137	183	166	297	358	204
Gm41905	0	10	0	13	27	10
Gm53569	0	0	0	0	0	0
Spata3	0	0	0	0	0	0
2810459M11Rik	2	4	5	2	0	0
Psmd1	11478	9513	8856	17351	12440	8819
Gm22786	1	0	1	0	0	1
Htr2b	0	0	1	0	0	0
Gm53570	12	3	11	13	5	6
Armc9	592	307	392	814	442	434
Gm46098	6	21	14	3	5	4
Gm16341	27	40	41	6	6	1
Gm28626	6	9	8	8	31	11
B3gnt7	165	493	285	88	100	58
Gm5258	0	0	0	0	0	0
Ncl	45778	55978	39023	63310	34112	29132
Snora75	3	8	6	4	3	8
Mir3535	9	13	4	4	5	0
Snord82	0	0	0	0	0	0
C130036L24Rik	43	42	33	41	70	39
Nmur1	50	109	44	10	14	4
Tex44	0	0	0	0	0	0
Gm32700	0	0	0	1	0	0
Gm32758	1	0	5	1	1	0
Gm41907	4	3	2	1	1	2
Ptma	143842	109634	105104	182485	173225	129675
Pde6d	1951	1504	1349	2691	2272	1585
Cops7b	1318	1218	1103	2170	1557	986
Gm41908	0	0	0	0	0	0
Nppc	0	0	0	0	0	0
Dis3l2	1026	1291	1127	1629	818	652
Gm41909	0	0	0	0	1	0
Gm28375	0	0	0	0	0	0
Gm41910	0	1	0	0	0	1
Gm29371	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0
Alpi	0	0	0	0	0	0
Akp3	0	0	0	0	0	0
Ecel1	0	0	0	0	0	0
Gm51638	0	0	0	0	0	0
Gm33292	0	0	0	0	0	0
Prss56	0	0	0	2	0	1
Chrnd	0	0	0	0	3	1
Chrng	0	0	0	0	0	0
Eif4e2	7921	5353	5999	9228	8374	5650
Gm53571	1	4	0	0	4	2
Efhd1	8	21	22	8	0	2
Gm41911	0	0	0	0	0	0
Gigyf2	3825	3062	3100	2850	988	1666
Gm22549	0	0	0	0	0	0
Kcnj13	0	0	0	0	0	0
Snorc	0	2	0	0	0	0
Ngef	0	0	2	0	0	0
Gm46099	0	0	0	0	0	0
Neu2	0	0	0	0	0	0
Inpp5d	9411	9557	10399	6132	3205	3833
Gm33470	3	1	4	0	0	0
Gm33517	0	0	0	0	4	0
Atg16l1	1486	1283	1275	2131	1160	1121
Gm25395	2	2	1	10	6	2
Gm53572	0	0	1	0	0	0
Scarna6	4	2	3	2	3	1
Sag	17	27	23	14	29	27
Dgkd	5397	4977	5182	4410	2616	2717
Gm19582	4	1	4	5	2	4
Usp40	682	542	600	467	177	198
Ugt1a10	0	0	0	1	0	0
Ugt1a9	0	0	0	0	0	0
Ugt1a8	0	0	0	0	0	0
Ugt1a7c	2197	1032	1908	2524	562	952
Ugt1a6b	2	4	4	8	5	2
Ugt1a6a	6	7	13	13	0	10
Ugt1a5	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0
Dnajb3	145	77	92	229	278	124
Ugt1a1	1	4	5	5	0	1
Mroh2a	15	18	18	10	11	7
Hjurp	9697	6595	7659	13220	5047	7714
Trpm8	0	0	0	0	0	0
Spp2	0	0	0	0	0	0
Gm29538	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0
Glrp1	15	21	18	114	29	37
Gm19589	0	0	0	0	0	0
Gm41912	0	0	0	1	0	2
Arl4c	3699	5049	4126	2180	2161	1369
Platr5	0	0	0	0	0	0
Gm34194	5	7	3	5	8	9
1700067G17Rik	0	0	0	0	0	0
Sh3bp4	198	275	272	86	62	68
Gm34331	0	0	0	0	0	0
C030007H22Rik	0	0	0	0	0	0
Gm41913	0	0	0	0	0	0
Agap1	1773	1431	1969	1336	1168	1098
Gm41914	109	59	105	190	241	155
4933400F21Rik	0	0	0	0	0	0
Gbx2	23	51	34	17	10	6
LOC102637806	43	73	49	56	29	23
Asb18	0	0	0	0	0	0
Gm41915	0	0	0	0	0	0
Gm34616	0	0	0	0	0	0
Iqca1	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0
Ackr3	16	21	27	13	1	1
2700003A03Rik	0	0	0	0	0	2
Gm34992	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0
Gm35048	0	0	0	0	0	0
Gm35141	0	0	0	0	0	0
Gm41917	0	0	0	0	0	0
Gm35192	0	0	0	0	0	0
Cops8	2756	2547	2310	3514	2911	1706
Gm35242	0	0	0	0	0	0
Gm9991	0	0	0	0	0	0
Gm35332	0	0	0	0	0	0
Gm41918	0	0	0	0	0	0
Col6a3	0	0	0	0	1	2
Gm35381	0	0	0	0	0	0
Mlph	10	9	5	6	2	1
Prlh	0	0	0	0	0	0
Rab17	53	41	24	24	24	11
Lrrfip1	9950	8449	8781	10043	6262	6373
Rbm44	184	70	108	306	73	136
Ramp1	4826	5646	3839	6274	6980	3540
Ube2f	4694	2685	3485	5415	4671	3197
Scly	2584	2092	2131	4969	2593	2198
Espnl	16	13	9	8	3	1
Klhl30	126	302	240	2	5	3
Erfe	73	15	40	147	45	55
Ilkap	3015	2801	2351	3569	3505	1958
1700020N18Rik	5	9	8	6	2	2
Hes6	1767	1946	1477	2138	2955	1209
Per2	555	478	554	531	198	321
Gm35591	0	0	0	1	0	0
Gm28382	0	0	0	0	0	0
Traf3ip1	422	403	353	481	164	227
Asb1	1466	1115	1179	1570	938	763
Gm28380	0	0	0	0	0	0
Twist2	2	0	0	0	0	0
Gm46117	0	0	0	0	0	0
Gm46242	0	0	0	0	0	0
Hdac4	801	1180	1221	1057	705	574
Gm50604	2	3	3	6	3	0
Gm53573	0	0	0	0	0	0
Gm53574	0	0	0	0	0	0
Gm35992	0	0	0	0	0	0
Ndufa10	5188	5689	4458	7841	5601	3430
Mir6900	0	0	0	0	0	0
Or6b2	0	0	0	0	0	0
Or6b2b	0	0	0	0	0	0
Or6b3	0	0	2	0	0	0
Or9s23	0	0	0	0	0	0
Or9s27	0	0	0	0	0	0
Or9s15	0	0	0	0	0	0
Or9s14	0	0	0	0	0	0
Or9s13	0	0	0	0	0	0
Cops9	5870	4575	4331	6593	15078	6843
Otos	55	55	22	59	43	25
Gm29483	1	0	1	8	3	0
Gm36102	0	1	2	1	1	0
Gm29481	0	1	2	0	0	0
Gpc1	2360	3814	2920	3421	1983	1572
Gm29480	0	0	0	0	0	0
Mir149	0	0	0	0	0	0
Ankmy1	4	5	14	11	1	3
Gm57577	0	0	0	0	0	0
Dusp28	308	340	232	495	428	227
5033417F24Rik	25	21	9	16	16	6
Rnpepl1	2884	3804	3094	2310	1497	1411
9430060I03Rik	42	11	22	30	59	19
Capn10	641	561	608	1143	612	475
Gpr35	3041	1870	3640	1222	439	617
Gm36424	1	0	0	0	0	0
Aqp12	0	3	0	0	0	0
Kif1a	57	32	100	25	6	11
Gm36472	0	0	0	0	0	0
Agxt	0	0	0	0	0	0
Mab21l4	0	0	0	0	0	0
Crocc2	50	40	72	0	1	1
Sned1	247	146	266	39	15	50
Mir6901	0	0	0	0	0	0
Mterf4	648	587	492	951	714	490
Gm28535	1	1	2	6	5	5
Pask	845	594	753	1262	653	653
Ppp1r7	3087	2684	2624	4318	2457	1879
Mir6902	0	0	2	0	0	0
Mir6345	0	0	1	2	0	0
Gm26446	4	0	0	0	2	1
Ano7	7	7	11	7	1	10
Hdlbp	12582	10787	11446	14445	5025	6593
Gm17415	4	1	0	0	2	0
Septin2	12582	7419	9022	13226	8652	6407
Farp2	80	78	106	23	23	12
Gm41920	4	5	3	3	6	0
Stk25	3273	2649	2518	4276	2822	2092
Bok	5	18	6	6	2	1
Thap4	988	1133	902	1638	980	728
Atg4b	2899	2550	2538	4317	3229	2124
Dtymk	7382	4903	5034	11653	13737	7573
Ing5	2509	1757	1926	3282	2066	1571
Gm22089	0	0	0	0	0	0
D2hgdh	680	747	709	861	403	430
Gal3st2	6	5	0	0	2	0
Gal3st2b	0	1	4	0	0	0
Gm7889	0	0	0	0	0	0
Gal3st2c	0	0	0	0	0	0
Neu4	0	0	0	0	0	0
Pdcd1	43	163	78	484	722	296
Gm23389	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
Fam174a	3417	1833	2660	2880	2831	1828
St8sia4	9500	4111	6515	5277	2317	2479
Gm30431	161	107	135	158	114	83
4930598F16Rik	0	0	0	0	0	0
Gm22360	1	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0
Gm29601	0	0	0	0	0	0
Gm30490	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Gm26245	0	0	0	0	0	0
Gm26078	0	0	0	0	0	0
Slco4c1	800	191	477	1314	629	848
Panct2	325	104	138	433	435	399
Slco6b1	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0
Gm7133	0	0	0	0	0	0
Gm7135	0	0	0	0	0	0
Macir	6465	4129	5127	7376	4538	3859
Ppip5k2	3035	2337	2601	3267	1178	1393
Gin1	756	496	591	1197	1097	804
Pam	931	749	883	1659	694	689
Gm31771	0	0	0	0	0	0
B230216N24Rik	10	1	6	9	20	7
Gm24465	0	0	0	0	0	0
Gm51640	0	0	2	0	0	0
1810006J02Rik	102	77	107	73	165	49
Gm29461	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0
Gm7967	17	4	4	14	14	10
Gm51641	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0
Gm53575	0	0	0	0	0	0
Gm41923	0	0	0	0	0	0
Gm23602	0	0	0	0	0	0
Gm29667	2	1	0	3	0	2
Gm20268	0	0	0	0	0	0
Gm31973	0	0	0	0	0	0
Gm57575	0	0	0	0	0	0
Gm28188	46	27	35	36	55	23
Gm24122	0	0	0	0	0	0
Gm22034	0	0	0	0	0	0
Gm41924	0	0	0	0	0	0
Cdh20	6	45	7	2	1	2
Gm53576	0	0	0	0	0	0
Gm41925	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0
Rnf152	4	1	2	4	3	7
Gm17634	0	0	0	0	0	0
Gm28403	0	1	0	0	0	0
Gm57564	0	0	0	0	0	0
Pign	1696	1028	1304	2329	823	886
Relch	1596	1256	1369	1679	838	832
Gm10193	7	12	8	6	4	3
Tnfrsf11a	313	365	414	71	47	55
Gm41926	1	0	1	4	0	0
Gm41927	0	0	0	0	0	1
Gm26214	0	0	0	0	0	0
Gm7160	52	35	38	63	75	35
Zcchc2	1709	1638	1670	1196	499	809
Gm20753	4	1	4	0	0	0
Phlpp1	690	486	654	161	84	105
Gm41928	4	4	8	10	2	3
Bcl2	1695	3041	1697	1075	924	582
Mir3473f	0	0	0	0	0	0
Gm37053	0	5	0	0	0	0
Kdsr	1572	1267	1171	1624	1146	763
Vps4b	7100	5307	6261	7348	4346	3902
Gm53577	35	7	7	13	12	5
Serpinb5	1	0	0	0	0	0
Serpinb12	0	1	0	4	2	1
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0
Serpinb7	20	22	38	2	0	0
Gm24553	0	0	0	0	0	0
Serpinb2	149	68	135	1519	9175	2906
Serpinb10	5681	2204	3868	2289	1484	1498
Serpinb8	615	223	400	95	51	60
Gm15389	0	0	0	0	0	0
Gm24267	0	0	0	0	0	0
Gm22438	0	0	0	0	0	0
D830032E09Rik	0	0	0	0	0	0
Gm41929	0	0	0	0	0	0
Gm57532	0	0	0	0	0	0
Gm22159	0	0	0	0	0	0
Cdh7	0	0	0	0	0	0
Gm41930	0	0	0	0	0	0
Cdh19	0	0	0	0	0	0
n-TKctt7	0	0	0	0	0	0
4921525D07Rik	0	0	0	0	0	0
Dsel	85	114	80	87	58	61
Gm32810	0	0	0	0	0	0
Gm53578	0	0	0	0	0	0
Gm22331	0	0	0	0	0	0
Gm41932	0	0	0	0	0	0
Gm46244	0	0	0	0	0	0
Gm32985	0	0	0	0	0	0
Gm33042	0	0	0	0	0	0
Gm50605	0	0	0	0	0	0
Cntnap5a	0	0	0	0	0	0
Gm24030	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0
Gm53580	1	1	1	1	2	3
Tsn	7581	7053	6384	9168	8295	4851
Nifk	4267	4150	3241	6284	4683	2755
Gm28867	0	0	0	0	0	0
Clasp1	2842	2006	2572	3129	958	1559
Gm26080	0	0	0	0	0	0
2900060B14Rik	12	4	7	20	64	18
Tfcp2l1	2	6	2	1	0	2
Gli2	0	0	0	0	0	0
Gm51642	0	0	0	0	0	0
Mir6346	0	0	0	0	0	0
Gm41934	0	0	0	0	0	0
Gm46144	0	0	0	0	0	0
Gm33388	0	0	0	0	0	0
Inhbb	1	4	2	0	0	0
Gm41935	0	0	0	0	0	0
Gm33490	0	0	0	0	0	0
Gm33575	0	0	0	0	0	0
Gm46145	0	0	0	0	0	0
Ralb	3447	2612	3255	4113	3446	2526
Tmem185b	1281	1325	1265	1363	1155	912
3830432H09Rik	0	0	0	0	0	0
Epb41l5	100	83	90	94	40	54
Ptpn4	1718	1554	1657	1009	367	438
Gm28209	0	0	0	0	0	0
Tmem177	586	511	410	721	586	301
Cfap221	0	0	0	0	0	0
Gm33817	0	0	0	0	0	0
Sctr	2	0	2	0	1	0
Gm33764	0	0	0	0	0	0
Gm41936	0	0	1	0	1	0
Tmem37	307	521	397	28	44	9
Gm41937	0	0	0	0	0	0
Gm41938	0	0	0	0	0	0
Dbi	5412	3699	4177	8371	12630	5720
3110009E18Rik	211	193	153	211	307	119
Steap3	3474	3008	2670	5210	2874	2069
Gm53581	0	0	0	0	1	0
C1ql2	0	0	0	0	0	0
Gm46154	0	0	0	0	0	0
Marco	319	778	414	33	10	40
Gm41939	0	0	0	0	0	0
En1	0	0	0	0	0	0
Gm34352	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0
Gm29345	0	0	0	0	0	0
Gm34584	0	0	0	0	0	0
Gm34698	0	0	0	0	0	0
Celrr	0	0	0	0	0	0
Gm46155	0	0	0	0	0	0
Gm41940	0	0	0	0	0	0
Insig2	1045	765	831	1023	1057	586
2210011K15Rik	0	0	0	0	0	0
Gm35243	2	6	3	2	2	2
Ccdc93	1655	1422	1595	1304	454	646
Htr5b	0	0	0	0	0	0
Ddx18	4859	5217	3756	6931	4435	2834
Gm28590	0	0	0	0	0	0
Gm25771	0	0	0	0	0	0
Dpp10	11	5	3	0	3	0
Gm24791	0	0	0	0	0	0
Gm41941	0	0	0	0	0	0
Gm25578	0	0	0	0	0	0
Gm53534	0	0	0	0	0	0
Gm35355	0	0	0	0	0	0
Actr3	76794	47503	62761	92177	91334	58432
Slc35f5	1014	719	970	1208	621	511
Gpr39	1	0	0	1	0	0
Gm41943	0	0	0	0	0	0
Lypd1	0	0	0	3	0	0
Nckap5	9	10	4	3	3	0
Gm35562	0	0	0	0	0	0
4930599A14Rik	0	0	0	0	0	0
Gm41945	0	0	0	0	0	0
Mgat5	2208	2108	2309	1674	412	749
Gm51747	0	0	0	0	3	0
Gm23370	2	22	7	0	5	1
Gm23734	0	2	0	0	0	0
Gm51746	0	0	3	0	0	0
Gm41947	0	0	3	0	0	0
Tmem163	63	139	108	36	24	25
Gm35993	0	0	0	0	0	0
Acmsd	354	84	189	411	408	253
2900009J06Rik	0	0	4	2	9	1
Ccnt2	1848	1226	1550	1524	594	963
Map3k19	15	11	20	4	4	1
Rab3gap1	2545	2291	2135	2716	1418	1329
Zranb3	488	438	430	608	290	311
Gm28800	0	0	1	0	0	1
R3hdm1	2330	2109	2049	2274	846	1334
Mir128-1	0	0	0	0	0	0
Ubxn4	6365	6131	5144	7246	5227	4133
Gm41949	47	79	62	22	18	24
Lct	115	54	76	59	64	58
Mcm6	16474	16555	13496	23153	12621	11444
Dars1	15064	8283	9362	17166	14140	9710
Gm23902	0	0	0	0	0	0
Gm25384	0	0	0	0	0	0
Gm41950	5	0	2	2	5	1
Cxcr4	9307	7835	7490	12779	19710	11792
Gm23056	0	0	0	0	0	0
Thsd7b	12	1	1	11	8	4
Gm36347	220	228	85	116	150	83
Gm41951	3	0	1	1	0	2
Cd55b	0	0	1	1	3	1
Cd55os	0	0	0	0	0	2
Cd55	1684	941	964	2222	1677	1524
Gm16083	1	8	1	10	2	0
Zp3r	0	0	0	0	0	0
Gm23623	0	0	0	0	0	0
C4bp	0	0	0	0	0	0
C4bp-ps1	0	0	0	0	0	0
Pfkfb2	831	536	666	849	309	416
Yod1	827	526	573	895	567	513
AA986860	38	15	44	67	40	17
Gm28857	78	85	84	109	120	62
Gm28856	0	0	0	0	0	0
Fcamr	0	0	0	0	0	0
Gm15848	0	0	1	0	0	0
Pigr	0	1	0	0	0	0
Fcmr	1	0	0	0	2	0
Il24	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il19	1	1	1	2	0	0
Gm41952	0	0	0	0	0	0
Il10	11	8	19	12	13	23
Mapkapk2	11404	11671	11636	14506	8136	7471
Gm51643	0	0	0	0	0	0
Dyrk3	1439	1010	882	1739	873	826
Eif2d	2407	2171	1781	3609	2879	1748
Rassf5	7358	6776	8123	8404	5889	4825
Gm28913	0	2	2	2	0	0
Ikbke	1506	1417	1464	2302	824	1351
Gm51644	0	2	0	0	0	0
Srgap2	2221	1853	2368	1937	798	1198
Fam72a	304	255	172	690	541	324
Avpr1b	0	0	0	0	0	0
Ctse	9457	3236	7253	17045	8657	7718
Rab7b	843	955	952	583	324	252
Gm30104	0	0	0	0	0	0
Slc26a9	2	0	3	5	0	2
Pm20d1	7	3	12	1	0	1
Slc41a1	687	830	793	480	170	228
Rab29	2493	1514	1819	1767	2115	1129
Nucks1	9058	10408	7494	15175	12734	8275
Slc45a3	1450	2186	2426	462	243	184
Elk4	1134	636	1026	640	230	442
Mfsd4a	7	17	13	8	17	2
4833413N01Rik	0	0	0	0	0	0
Gm37120	2	0	1	0	2	1
Cdk18	66	77	86	72	11	40
Gm30153	0	0	0	0	0	0
Gm30242	0	0	0	0	0	0
Gm29695	0	0	0	0	0	0
Lemd1	0	0	0	0	0	0
Mir135b	0	0	0	0	0	0
Gm29630	0	0	0	0	0	0
Gm38446	0	0	0	0	0	0
Gm7241	3	2	1	2	3	2
Klhdc8a	3	0	2	0	0	0
Nuak2	1416	1360	1768	1368	805	627
Gm30744	0	0	0	0	0	0
F730311O21Rik	48	59	52	40	109	33
Tmcc2	1062	616	1130	587	415	343
Gm57562	0	0	0	0	0	0
Dstyk	1679	1072	1546	1333	687	802
6030442K20Rik	37	38	28	58	45	24
Rbbp5	3249	2511	2648	3557	1638	1892
Tmem81	0	0	0	0	0	0
Cntn2	0	0	0	0	0	0
Gm51646	0	2	0	0	1	0
Nfasc	31	50	69	1	0	2
Gm46157	0	0	0	0	0	0
Gm10538	0	0	0	0	0	0
Gm31101	0	0	0	0	0	0
Lrrn2	8	31	5	9	2	1
Gm31159	0	1	0	0	0	0
Gm38687	1	0	4	4	2	3
Mdm4	4840	3693	4046	4575	2006	3411
Gm41953	1	0	2	2	2	0
n-TKctt26	0	0	0	0	0	0
n-TKctt25	0	1	0	0	0	0
Pik3c2b	183	95	145	227	125	162
Gm28609	4	1	0	0	0	0
Gm51647	0	0	0	0	0	0
Ppp1r15b	9339	6925	8348	13625	7181	6910
Plekha6	158	111	109	76	42	46
Gm51648	0	0	0	0	0	0
Gm19461	0	0	2	0	0	0
Golt1a	0	0	0	0	0	0
Gm53474	0	0	0	0	0	0
Kiss1	0	0	0	0	0	0
Ren1	0	0	0	0	0	0
Etnk2	7	25	12	0	0	0
Sox13	75	98	93	200	170	111
Snrpe	7420	5456	5030	8968	13349	6534
Gm53475	13	13	20	17	11	10
Zc3h11a	123	98	124	107	14	62
Zbed6	834	287	720	415	27	254
Lax1	1306	2160	1332	827	837	498
Atp2b4	3233	2604	2850	2606	908	1472
Mir6903	0	0	0	0	0	0
Gm53476	16	11	13	4	9	5
Gm41954	0	0	0	1	0	1
Gm28441	1	4	0	1	1	0
Gm31515	0	1	0	0	0	0
Optc	1	6	2	2	2	0
Prelp	8	12	2	1	6	2
Gm1627	0	0	0	0	0	0
Bmncr	0	0	0	0	0	0
Fmod	1	0	0	0	0	0
Gm19497	17	17	24	11	18	12
Btg2	6494	6220	6731	4104	5049	2499
Gm31974	0	0	0	2	0	2
Gm32039	2	3	2	0	2	1
Gm8618	3	4	0	1	8	3
Chit1	79	41	86	111	104	60
Gm46158	0	0	0	0	0	0
Chi3l1	5398	2564	3878	10560	7592	6011
Mybph	3	2	1	5	2	6
Adora1	0	0	0	0	0	0
Gm32221	0	0	0	0	0	0
Gm24517	0	0	0	0	0	0
Myoparr	0	0	0	0	0	0
Myog	0	0	0	0	0	0
Ppfia4	2328	2291	2699	754	738	608
Gm32267	7	2	7	1	0	0
Tmem183a	4373	2927	2899	5311	4516	2922
Gm53477	0	0	0	0	1	1
Mgat4f	0	0	0	0	0	0
Cyb5r1	2242	1879	2183	1685	1811	1109
Adipor1	12421	10425	13033	14225	11932	7454
Klhl12	1944	1358	1455	2867	1769	1419
Rabif	1795	1749	1493	2521	1549	1250
Gm25612	2	1	5	4	0	0
Gm46159	1	0	0	0	0	0
Mgat4e	0	0	0	0	0	0
Gm46160	0	0	0	2	0	1
Kdm5b	2450	2960	2500	1997	1039	952
Syt2	5	1	0	3	0	0
Ppp1r12b	992	703	1223	457	171	314
