Condition	KO	KO	KO	WT	WT	WT
Aamp	4509	4470	4239	5757	5240	3006
Gm28364	8	2	7	4	7	6
Pnkd	637	532	491	653	821	400
Tmbim1	990	955	999	1024	529	403
Catip	11	4	5	4	10	6
Slc11a1	3620	2640	5323	1184	494	698
Ctdsp1	4613	4813	4857	5805	3968	3320
Gm53562	29	13	24	31	15	24
Mir26b	0	0	0	0	1	1
Vil1	2	1	5	3	3	3
Usp37	1218	1028	1072	1414	538	798
Cnot9	2973	2390	2563	4867	2583	2235
Plcd4	0	0	1	0	0	1
Zfp142	678	496	627	572	166	407
Bcs1l	779	766	649	1184	761	551
Rnf25	1006	804	741	1506	1052	835
Stk36	18	22	27	25	4	9
Ttll4	1257	886	1101	1561	474	704
Cyp27a1	1147	757	1223	193	129	247
Prkag3	0	0	0	1	0	0
Wnt6	65	22	24	26	15	8
Gm29539	2	2	4	0	1	0
Gm32099	0	0	0	0	1	0
Wnt10a	1	4	0	4	20	6
n-TGgcc3	0	0	0	0	0	0
Gm32275	1	5	1	3	8	2
Gm53563	0	0	0	0	0	0
Gm16582	0	0	0	0	0	0
Cdk5r2	0	1	0	0	0	0
Fev	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0
Mir375	0	0	0	0	0	0
Cfap65	0	0	0	0	0	0
Ihh	2	3	1	5	5	7
Nhej1	403	212	302	615	601	384
Slc23a3	19	13	18	18	18	14
Cnppd1	3642	3321	3653	4772	3765	2772
Retreg2	3792	3480	3664	5289	3450	2783
Zfand2b	1496	862	1060	2248	2257	1527
Abcb6	1185	482	814	2264	1217	1071
Atg9a	1596	1244	1726	1968	1015	1424
Ankzf1	827	704	710	1010	723	696
Glb1l	319	304	299	379	161	272
Stk16	4011	2789	3098	5647	4677	3654
Tuba4a	8966	8166	8015	19908	14034	10971
A630095N17Rik	2	1	0	1	0	0
Dnajb2	680	537	613	680	629	417
Ptprn	14	11	10	3	4	1
Resp18	0	0	0	0	0	0
Dnpep	1632	1403	1449	2757	1990	1318
Des	3	8	8	1	1	2
Gm15179	0	0	0	0	0	0
Speg	3	4	3	0	1	1
Gmppa	1056	1063	998	1449	950	892
Gm53564	1	0	0	1	0	1
Asic4	0	0	0	0	0	0
Gm32506	0	0	0	0	0	0
Chpf	259	613	342	275	224	132
Tmem198	32	76	32	15	16	15
Obsl1	35	24	20	6	4	1
Inha	7	0	1	0	0	2
Stk11ip	1019	1006	1291	989	579	678
Slc4a3	1	1	1	2	0	0
Gm32622	0	0	0	0	0	0
Gm29065	0	0	0	0	0	0
Gm32737	0	0	0	0	0	0
Gm53565	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0
Gm29069	0	0	0	0	0	0
Gm816	0	0	0	0	0	0
Epha4	150	72	108	20	5	9
Mir6352	0	0	0	0	0	0
Gm32793	0	0	0	0	0	0
Gm32974	0	0	0	0	0	0
Gm33083	0	0	0	0	0	0
Gm33030	0	0	0	0	0	0
Gm26263	0	0	0	0	0	0
Pax3	0	0	0	0	0	0
Gm33152	0	0	0	0	0	0
Gm2102	0	0	0	0	0	0
Sgpp2	0	0	0	0	0	0
Gm51634	0	0	0	0	0	0
Farsb	2196	2023	1898	3789	2011	1654
Mogat1	57	31	70	1	3	1
Gm39665	0	0	0	0	0	0
5730419F03Rik	0	0	0	0	0	0
Gm57683	0	0	0	0	0	0
Acsl3	696	444	552	1087	542	452
Utp14b	112	70	118	136	31	59
Gm51635	0	0	0	0	0	0
Gm38631	0	0	0	1	0	2
Gm33693	0	0	0	0	0	0
Gm29536	0	0	0	0	0	0
Kcne4	0	0	0	0	0	0
Gm57565	0	0	0	0	0	0
Scg2	0	0	0	0	0	0
Gm24160	0	0	0	0	0	0
Ap1s3	573	426	587	630	355	332
Wdfy1	431	463	447	518	317	385
Mrpl44	1947	1455	1473	2969	2450	1671
Gm39666	0	0	0	0	0	0
Serpine2	226	285	229	764	376	257
Gm33970	3	1	0	11	0	3
Gm23934	0	0	0	0	0	0
Fam124b	70	70	34	58	15	29
Gm57487	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0
Gm34098	0	0	0	0	0	0
Cul3	5279	3904	4544	6089	2937	3668
Gm39667	3	2	3	0	1	2
Gm38673	0	2	0	3	1	1
1700016L21Rik	0	0	0	0	0	0
Dock10	7108	5005	7021	4939	1753	2732
Nyap2	0	0	0	0	0	0
Gm53566	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0
Irs1	0	0	2	0	2	0
Rhbdd1	788	605	822	1029	584	464
Gm46095	0	0	0	0	0	0
Col4a4	0	0	2	0	0	0
Col4a3	0	1	0	0	0	0
C430014B12Rik	13	1	5	12	5	5
Mff	4755	2415	3343	5351	4381	3502
Tm4sf20	0	0	0	0	1	0
Gm34286	5	1	4	3	7	4
Gm17764	0	0	1	2	1	0
Gm34450	0	1	0	0	1	1
Agfg1	2936	1830	2614	4428	2024	2134
Slc19a3	0	0	0	0	0	0
Krtap28-13	0	0	0	0	0	0
Ccl20	0	0	0	1	1	0
Daw1	0	1	0	0	1	0
Sphkap	0	0	0	0	0	0
Pid1	2585	1179	2167	390	449	331
Mir6353	0	0	0	0	0	0
Dner	10	4	4	1	4	1
Gm57795	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0
Gm51637	0	0	0	0	0	0
Trip12	9409	6433	8795	9063	2947	4470
Fbxo36	89	53	63	161	97	97
Slc16a14	11	16	24	10	10	8
Gm39669	1	1	3	0	1	0
Sp140l1	144	63	182	327	121	229
A530040E14Rik	91	35	95	112	41	66
Gm38510	1	7	9	7	6	0
Gm53253	1	0	1	5	2	2
Gm53568	0	0	0	0	1	1
Gm7609	53	32	42	45	16	27
Sp140l2	222	50	128	161	63	177
LOC118567760	3	0	1	0	0	1
Gm53567	1	2	0	1	3	0
Gm2619	10	7	6	4	3	6
Gm7592	37	33	51	52	15	22
Gm2427	1	2	3	15	2	8
Sp110	4712	4267	4530	7253	5869	5495
Sp140	3125	1760	2722	5273	2990	3336
Sp100	8887	6170	8331	8735	5819	6289
A630001G21Rik	964	622	764	1125	772	905
Mir8096	0	0	0	0	1	0
9930111H07Rik	0	0	0	0	0	0
Cab39	6599	5158	5983	8748	4537	4664
Itm2c	4626	5371	5627	4293	4023	2032
Gm32302	0	0	1	2	0	3
Gm51745	0	0	0	0	0	0
4933407L21Rik	0	0	0	1	0	0
Gpr55	108	127	143	241	243	168
Gm41905	0	3	0	11	22	9
Gm53569	0	0	0	0	0	0
Spata3	0	0	0	0	0	0
2810459M11Rik	2	3	3	1	0	0
Psmd1	8479	6085	6765	13142	8322	6997
Gm22786	1	0	1	0	0	1
Htr2b	0	0	1	0	0	0
Gm53570	8	3	11	12	5	6
Armc9	459	213	310	664	334	338
Gm46098	5	12	13	2	5	1
Gm16341	21	26	31	6	4	1
Gm28626	6	9	7	8	21	8
B3gnt7	130	330	227	69	74	53
Gm5258	0	0	0	0	0	0
Ncl	30277	30849	26512	40950	21037	20921
Snora75	3	5	6	3	3	8
Mir3535	6	9	3	4	4	0
Snord82	0	0	0	0	0	0
C130036L24Rik	35	29	26	35	50	34
Nmur1	36	75	31	9	9	4
Tex44	0	0	0	0	0	0
Gm32700	0	0	0	1	0	0
Gm32758	1	0	4	1	1	0
Gm41907	3	2	2	1	1	2
Ptma	48354	36798	40470	56525	48788	45062
Pde6d	1514	1015	1081	2143	1643	1320
Cops7b	1027	822	876	1731	1149	844
Gm41908	0	0	0	0	0	0
Nppc	0	0	0	0	0	0
Dis3l2	786	853	880	1325	597	543
Gm41909	0	0	0	0	1	0
Gm28375	0	0	0	0	0	0
Gm41910	0	1	0	0	0	1
Gm29371	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0
Alpi	0	0	0	0	0	0
Akp3	0	0	0	0	0	0
Ecel1	0	0	0	0	0	0
Gm51638	0	0	0	0	0	0
Gm33292	0	0	0	0	0	0
Prss56	0	0	0	1	0	1
Chrnd	0	0	0	0	2	1
Chrng	0	0	0	0	0	0
Eif4e2	6001	3545	4657	7173	5840	4555
Gm53571	1	1	0	0	4	1
Efhd1	7	10	17	7	0	2
Gm41911	0	0	0	0	0	0
Gigyf2	2981	2095	2468	2289	735	1425
Gm22549	0	0	0	0	0	0
Kcnj13	0	0	0	0	0	0
Snorc	0	2	0	0	0	0
Ngef	0	0	1	0	0	0
Gm46099	0	0	0	0	0	0
Neu2	0	0	0	0	0	0
Inpp5d	7221	6366	8129	4972	2325	3245
Gm33470	3	1	3	0	0	0
Gm33517	0	0	0	0	2	0
Atg16l1	1171	861	1006	1714	863	956
Gm25395	2	2	1	5	4	2
Gm53572	0	0	1	0	0	0
Scarna6	4	2	2	2	3	1
Sag	13	17	17	13	21	25
Dgkd	4229	3308	4089	3551	1875	2277
Gm19582	4	1	3	4	2	4
Usp40	507	358	455	371	132	163
Ugt1a10	0	0	0	1	0	0
Ugt1a9	0	0	0	0	0	0
Ugt1a8	0	0	0	0	0	0
Ugt1a7c	1647	698	1446	1933	408	795
Ugt1a6b	1	3	4	7	3	2
Ugt1a6a	4	6	11	12	0	8
Ugt1a5	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0
Dnajb3	121	51	74	198	214	109
Ugt1a1	1	3	4	4	0	1
Mroh2a	12	12	15	7	6	5
Hjurp	7362	4402	5973	10312	3592	6322
Trpm8	0	0	0	0	0	0
Spp2	0	0	0	0	0	0
Gm29538	0	0	0	0	0	0
Gm28888	0	0	0	0	0	0
Glrp1	14	16	16	97	24	33
Gm19589	0	0	0	0	0	0
Gm41912	0	0	0	1	0	2
Arl4c	2929	3422	3274	1811	1565	1185
Platr5	0	0	0	0	0	0
Gm34194	5	4	2	4	4	9
1700067G17Rik	0	0	0	0	0	0
Sh3bp4	157	192	221	74	44	63
Gm34331	0	0	0	0	0	0
C030007H22Rik	0	0	0	0	0	0
Gm41913	0	0	0	0	0	0
Agap1	1377	956	1596	1095	864	936
Gm41914	88	46	88	155	179	135
4933400F21Rik	0	0	0	0	0	0
Gbx2	19	34	26	15	8	6
LOC102637806	37	48	42	44	22	19
Asb18	0	0	0	0	0	0
Gm41915	0	0	0	0	0	0
Gm34616	0	0	0	0	0	0
Iqca1	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0
Ackr3	12	14	18	10	1	1
2700003A03Rik	0	0	0	0	0	1
Gm34992	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0
Gm35048	0	0	0	0	0	0
Gm35141	0	0	0	0	0	0
Gm41917	0	0	0	0	0	0
Gm35192	0	0	0	0	0	0
Cops8	2109	1721	1800	2785	2090	1413
Gm35242	0	0	0	0	0	0
Gm9991	0	0	0	0	0	0
Gm35332	0	0	0	0	0	0
Gm41918	0	0	0	0	0	0
Col6a3	0	0	0	0	1	1
Gm35381	0	0	0	0	0	0
Mlph	5	6	5	5	2	1
Prlh	0	0	0	0	0	0
Rab17	39	28	20	19	19	10
Lrrfip1	7550	5527	6824	7804	4384	5116
Rbm44	142	45	77	244	60	117
Ramp1	3551	3352	2880	4608	4308	2778
Ube2f	3506	1770	2691	4183	3187	2587
Scly	2007	1438	1710	4037	1866	1866
Espnl	12	8	8	6	2	1
Klhl30	100	201	189	2	3	3
Erfe	54	12	35	121	36	50
Ilkap	2395	1902	1849	2858	2502	1665
1700020N18Rik	5	6	6	5	2	2
Hes6	1396	1321	1164	1772	2146	1023
Per2	431	315	443	432	146	270
Gm35591	0	0	0	1	0	0
Gm28382	0	0	0	0	0	0
Traf3ip1	357	262	290	394	128	199
Asb1	1116	734	949	1271	682	637
Gm28380	0	0	0	0	0	0
Twist2	1	0	0	0	0	0
Gm46117	0	0	0	0	0	0
Gm46242	0	0	0	0	0	0
Hdac4	629	832	972	886	521	491
Gm50604	2	3	3	4	3	0
Gm53573	0	0	0	0	0	0
Gm53574	0	0	0	0	0	0
Gm35992	0	0	0	0	0	0
Ndufa10	3959	3725	3481	6078	3918	2854
Mir6900	0	0	0	0	0	0
Or6b2	0	0	0	0	0	0
Or6b2b	0	0	0	0	0	0
Or6b3	0	0	1	0	0	0
Or9s23	0	0	0	0	0	0
Or9s27	0	0	0	0	0	0
Or9s15	0	0	0	0	0	0
Or9s14	0	0	0	0	0	0
Or9s13	0	0	0	0	0	0
Cops9	3277	2403	2698	3776	6096	3911
Otos	38	32	19	45	34	23
Gm29483	1	0	1	7	2	0
Gm36102	0	1	2	1	1	0
Gm29481	0	1	2	0	0	0
Gpc1	1862	2603	2347	2781	1464	1341
Gm29480	0	0	0	0	0	0
Mir149	0	0	0	0	0	0
Ankmy1	3	3	11	7	1	2
Gm57577	0	0	0	0	0	0
Dusp28	240	234	194	401	326	191
5033417F24Rik	19	14	8	13	14	6
Rnpepl1	2247	2559	2479	1928	1106	1224
9430060I03Rik	35	9	19	20	47	15
Capn10	505	384	490	953	456	383
Gpr35	2378	1277	2842	1003	311	525
Gm36424	1	0	0	0	0	0
Aqp12	0	1	0	0	0	0
Kif1a	47	24	85	21	6	9
Gm36472	0	0	0	0	0	0
Agxt	0	0	0	0	0	0
Mab21l4	0	0	0	0	0	0
Crocc2	41	26	59	0	1	1
Sned1	199	93	208	31	13	43
Mir6901	0	0	0	0	0	0
Mterf4	511	395	395	765	518	417
Gm28535	1	1	2	6	3	4
Pask	665	408	592	1016	472	547
Ppp1r7	2369	1852	2031	3416	1766	1543
Mir6902	0	0	1	0	0	0
Mir6345	0	0	1	1	0	0
Gm26446	2	0	0	0	1	1
Ano7	5	5	10	6	1	9
Hdlbp	9566	7134	8896	11350	3613	5453
Gm17415	3	1	0	0	2	0
Septin2	9290	4778	6809	9887	5682	5115
Farp2	65	57	85	17	13	9
Gm41920	2	3	2	2	4	0
Stk25	2558	1779	1999	3430	2011	1741
Bok	4	12	5	6	2	1
Thap4	800	751	711	1317	735	616
Atg4b	2287	1688	1999	3542	2290	1764
Dtymk	5304	3143	3834	8394	8282	5762
Ing5	1988	1185	1509	2622	1485	1338
Gm22089	0	0	0	0	0	0
D2hgdh	535	481	554	683	294	361
Gal3st2	4	2	0	0	2	0
Gal3st2b	0	1	3	0	0	0
Gm7889	0	0	0	0	0	0
Gal3st2c	0	0	0	0	0	0
Neu4	0	0	0	0	0	0
Pdcd1	38	116	64	397	525	250
Gm23389	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
Fam174a	2619	1272	2081	2307	2012	1522
St8sia4	7004	2741	4966	4114	1568	2006
Gm30431	134	77	99	117	83	70
4930598F16Rik	0	0	0	0	0	0
Gm22360	1	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0
Gm29601	0	0	0	0	0	0
Gm30490	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
Gm26245	0	0	0	0	0	0
Gm26078	0	0	0	0	0	0
Slco4c1	613	131	375	1018	444	693
Panct2	248	70	109	356	304	316
Slco6b1	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0
Gm7133	0	0	0	0	0	0
Gm7135	0	0	0	0	0	0
Macir	4897	2696	3928	5708	3196	3102
Ppip5k2	2378	1563	2051	2656	841	1147
Gin1	598	342	491	949	788	667
Pam	721	506	685	1342	511	572
Gm31771	0	0	0	0	0	0
B230216N24Rik	8	1	5	8	15	6
Gm24465	0	0	0	0	0	0
Gm51640	0	0	1	0	0	0
1810006J02Rik	81	51	80	57	116	45
Gm29461	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0
Gm7967	13	4	3	9	10	9
Gm51641	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0
Gm53575	0	0	0	0	0	0
Gm41923	0	0	0	0	0	0
Gm23602	0	0	0	0	0	0
Gm29667	2	1	0	2	0	2
Gm20268	0	0	0	0	0	0
Gm31973	0	0	0	0	0	0
Gm57575	0	0	0	0	0	0
Gm28188	41	21	28	28	44	21
Gm24122	0	0	0	0	0	0
Gm22034	0	0	0	0	0	0
Gm41924	0	0	0	0	0	0
Cdh20	5	30	7	2	1	2
Gm53576	0	0	0	0	0	0
Gm41925	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0
Rnf152	4	1	2	3	2	6
Gm17634	0	0	0	0	0	0
Gm28403	0	1	0	0	0	0
Gm57564	0	0	0	0	0	0
Pign	1314	689	1011	1862	584	727
Relch	1254	838	1076	1361	644	688
Gm10193	6	6	5	6	4	3
Tnfrsf11a	239	257	340	52	36	44
Gm41926	1	0	1	2	0	0
Gm41927	0	0	0	0	0	1
Gm26214	0	0	0	0	0	0
Gm7160	45	23	36	53	52	31
Zcchc2	1321	1140	1341	957	361	672
Gm20753	3	1	3	0	0	0
Phlpp1	551	340	516	146	58	86
Gm41928	3	4	7	7	2	2
Bcl2	1331	2065	1378	866	686	485
Mir3473f	0	0	0	0	0	0
Gm37053	0	1	0	0	0	0
Kdsr	1229	856	946	1320	833	645
Vps4b	5354	3480	4771	5720	3049	3157
Gm53577	25	6	6	11	8	5
Serpinb5	1	0	0	0	0	0
Serpinb12	0	1	0	3	1	1
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0
Serpinb7	16	16	31	2	0	0
Gm24553	0	0	0	0	0	0
Serpinb2	124	43	106	1247	6055	2345
Serpinb10	4131	1445	2926	1740	1029	1226
Serpinb8	485	138	306	84	39	53
Gm15389	0	0	0	0	0	0
Gm24267	0	0	0	0	0	0
Gm22438	0	0	0	0	0	0
D830032E09Rik	0	0	0	0	0	0
Gm41929	0	0	0	0	0	0
Gm57532	0	0	0	0	0	0
Gm22159	0	0	0	0	0	0
Cdh7	0	0	0	0	0	0
Gm41930	0	0	0	0	0	0
Cdh19	0	0	0	0	0	0
n-TKctt7	0	0	0	0	0	0
4921525D07Rik	0	0	0	0	0	0
Dsel	65	80	62	77	43	50
Gm32810	0	0	0	0	0	0
Gm53578	0	0	0	0	0	0
Gm22331	0	0	0	0	0	0
Gm41932	0	0	0	0	0	0
Gm46244	0	0	0	0	0	0
Gm32985	0	0	0	0	0	0
Gm33042	0	0	0	0	0	0
Gm50605	0	0	0	0	0	0
Cntnap5a	0	0	0	0	0	0
Gm24030	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0
Gm53580	1	1	1	1	1	2
Tsn	5776	4612	4921	7181	5769	3955
Nifk	3190	2700	2526	4819	3205	2255
Gm28867	0	0	0	0	0	0
Clasp1	2209	1363	1998	2545	714	1327
Gm26080	0	0	0	0	0	0
2900060B14Rik	11	3	7	16	47	16
Tfcp2l1	2	6	2	1	0	2
Gli2	0	0	0	0	0	0
Gm51642	0	0	0	0	0	0
Mir6346	0	0	0	0	0	0
Gm41934	0	0	0	0	0	0
Gm46144	0	0	0	0	0	0
Gm33388	0	0	0	0	0	0
Inhbb	1	3	2	0	0	0
Gm41935	0	0	0	0	0	0
Gm33490	0	0	0	0	0	0
Gm33575	0	0	0	0	0	0
Gm46145	0	0	0	0	0	0
Ralb	2698	1789	2605	3349	2528	2147
Tmem185b	999	859	1003	1089	844	749
3830432H09Rik	0	0	0	0	0	0
Epb41l5	79	62	73	74	31	42
Ptpn4	1313	1056	1294	803	273	370
Gm28209	0	0	0	0	0	0
Tmem177	468	339	329	578	420	255
Cfap221	0	0	0	0	0	0
Gm33817	0	0	0	0	0	0
Sctr	1	0	2	0	1	0
Gm33764	0	0	0	0	0	0
Gm41936	0	0	1	0	1	0
Tmem37	248	348	316	25	33	9
Gm41937	0	0	0	0	0	0
Gm41938	0	0	0	0	0	0
Dbi	3610	2261	2936	5313	6546	4004
3110009E18Rik	170	140	129	177	225	101
Steap3	2712	2068	2108	4244	2034	1743
Gm53581	0	0	0	0	1	0
C1ql2	0	0	0	0	0	0
Gm46154	0	0	0	0	0	0
Marco	251	504	334	27	10	36
Gm41939	0	0	0	0	0	0
En1	0	0	0	0	0	0
Gm34352	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0
Gm29345	0	0	0	0	0	0
Gm34584	0	0	0	0	0	0
Gm34698	0	0	0	0	0	0
Celrr	0	0	0	0	0	0
Gm46155	0	0	0	0	0	0
Gm41940	0	0	0	0	0	0
Insig2	802	518	654	828	752	512
2210011K15Rik	0	0	0	0	0	0
Gm35243	2	5	2	2	2	2
Ccdc93	1299	962	1264	1064	328	540
Htr5b	0	0	0	0	0	0
Ddx18	3706	3337	2983	5459	3140	2308
Gm28590	0	0	0	0	0	0
Gm25771	0	0	0	0	0	0
Dpp10	6	1	3	0	3	0
Gm24791	0	0	0	0	0	0
Gm41941	0	0	0	0	0	0
Gm25578	0	0	0	0	0	0
Gm53534	0	0	0	0	0	0
Gm35355	0	0	0	0	0	0
Actr3	44589	25665	38057	52787	44630	36824
Slc35f5	819	487	777	988	455	417
Gpr39	1	0	0	1	0	0
Gm41943	0	0	0	0	0	0
Lypd1	0	0	0	2	0	0
Nckap5	7	5	3	3	2	0
Gm35562	0	0	0	0	0	0
4930599A14Rik	0	0	0	0	0	0
Gm41945	0	0	0	0	0	0
Mgat5	1697	1422	1825	1356	313	640
Gm51747	0	0	0	0	1	0
Gm23370	2	16	7	0	5	1
Gm23734	0	1	0	0	0	0
Gm51746	0	0	2	0	0	0
Gm41947	0	0	2	0	0	0
Tmem163	54	91	86	30	17	21
Gm35993	0	0	0	0	0	0
Acmsd	261	59	162	338	300	217
2900009J06Rik	0	0	3	1	6	1
Ccnt2	1445	851	1198	1227	445	804
Map3k19	11	5	16	4	3	1
Rab3gap1	1970	1565	1680	2193	1043	1104
Zranb3	388	289	358	490	203	274
Gm28800	0	0	1	0	0	1
R3hdm1	1813	1420	1597	1818	609	1113
Mir128-1	0	0	0	0	0	0
Ubxn4	4807	4053	4016	5731	3759	3350
Gm41949	39	57	52	14	15	17
Lct	90	34	56	44	46	52
Mcm6	12302	10418	10211	17264	8583	9100
Dars1	10603	5229	6963	12300	9129	7501
Gm23902	0	0	0	0	0	0
Gm25384	0	0	0	0	0	0
Gm41950	4	0	2	2	4	1
Cxcr4	6769	4981	5536	9478	12062	8875
Gm23056	0	0	0	0	0	0
Thsd7b	9	1	1	11	7	3
Gm36347	178	157	72	99	110	69
Gm41951	1	0	1	1	0	2
Cd55b	0	0	1	1	2	1
Cd55os	0	0	0	0	0	1
Cd55	1293	620	735	1755	1217	1264
Gm16083	1	5	1	4	2	0
Zp3r	0	0	0	0	0	0
Gm23623	0	0	0	0	0	0
C4bp	0	0	0	0	0	0
C4bp-ps1	0	0	0	0	0	0
Pfkfb2	668	360	540	702	230	352
Yod1	644	349	474	749	422	438
AA986860	30	13	36	56	29	17
Gm28857	65	55	63	91	94	56
Gm28856	0	0	0	0	0	0
Fcamr	0	0	0	0	0	0
Gm15848	0	0	1	0	0	0
Pigr	0	1	0	0	0	0
Fcmr	1	0	0	0	1	0
Il24	0	0	0	0	0	0
Il20	0	0	0	0	0	0
Il19	1	1	1	1	0	0
Gm41952	0	0	0	0	0	0
Il10	6	4	14	10	10	22
Mapkapk2	8584	7590	8944	11270	5630	6109
Gm51643	0	0	0	0	0	0
Dyrk3	1110	684	717	1427	644	713
Eif2d	1884	1440	1426	2919	2037	1491
Rassf5	5617	4484	6203	6602	4168	3948
Gm28913	0	2	2	2	0	0
Ikbke	1183	981	1165	1878	616	1164
Gm51644	0	1	0	0	0	0
Srgap2	1744	1265	1868	1624	588	1011
Fam72a	247	166	139	558	386	286
Avpr1b	0	0	0	0	0	0
Ctse	6974	2158	5510	12424	5865	6042
Rab7b	665	640	762	483	242	206
Gm30104	0	0	0	0	0	0
Slc26a9	1	0	3	5	0	1
Pm20d1	6	2	11	1	0	1
Slc41a1	551	565	640	395	119	188
Rab29	1900	989	1457	1437	1520	961
Nucks1	6879	6745	5815	11675	8726	6634
Slc45a3	1155	1482	1893	375	179	156
Elk4	892	446	816	521	163	360
Mfsd4a	7	11	11	6	12	2
4833413N01Rik	0	0	0	0	0	0
Gm37120	2	0	1	0	2	1
Cdk18	54	56	71	59	9	34
Gm30153	0	0	0	0	0	0
Gm30242	0	0	0	0	0	0
Gm29695	0	0	0	0	0	0
Lemd1	0	0	0	0	0	0
Mir135b	0	0	0	0	0	0
Gm29630	0	0	0	0	0	0
Gm38446	0	0	0	0	0	0
Gm7241	3	1	1	2	1	2
Klhdc8a	3	0	2	0	0	0
Nuak2	1087	922	1415	1120	591	532
Gm30744	0	0	0	0	0	0
F730311O21Rik	38	36	41	32	82	29
Tmcc2	853	438	928	502	310	288
Gm57562	0	0	0	0	0	0
Dstyk	1335	758	1210	1105	492	667
6030442K20Rik	26	27	18	50	34	20
Rbbp5	2476	1710	2102	2812	1205	1593
Tmem81	0	0	0	0	0	0
Cntn2	0	0	0	0	0	0
Gm51646	0	1	0	0	1	0
Nfasc	27	38	51	1	0	1
Gm46157	0	0	0	0	0	0
Gm10538	0	0	0	0	0	0
Gm31101	0	0	0	0	0	0
Lrrn2	7	23	4	6	2	1
Gm31159	0	1	0	0	0	0
Gm38687	1	0	2	4	2	2
Mdm4	3724	2455	3177	3658	1494	2774
Gm41953	1	0	1	2	2	0
n-TKctt26	0	0	0	0	0	0
n-TKctt25	0	1	0	0	0	0
Pik3c2b	147	66	108	188	90	140
Gm28609	2	1	0	0	0	0
Gm51647	0	0	0	0	0	0
Ppp1r15b	7153	4638	6423	10532	4982	5672
Plekha6	114	84	94	67	25	42
Gm51648	0	0	0	0	0	0
Gm19461	0	0	2	0	0	0
Golt1a	0	0	0	0	0	0
Gm53474	0	0	0	0	0	0
Kiss1	0	0	0	0	0	0
Ren1	0	0	0	0	0	0
Etnk2	6	15	10	0	0	0
Sox13	59	63	70	165	134	100
Snrpe	4427	3008	3363	5289	6465	4264
Gm53475	10	8	14	12	7	7
Zc3h11a	88	57	90	84	8	50
Zbed6	662	191	572	334	19	214
Lax1	1006	1476	1070	692	623	420
Atp2b4	2557	1793	2250	2150	673	1243
Mir6903	0	0	0	0	0	0
Gm53476	14	7	10	4	6	3
Gm41954	0	0	0	1	0	1
Gm28441	1	2	0	1	1	0
Gm31515	0	1	0	0	0	0
Optc	1	3	1	2	1	0
Prelp	6	8	2	1	1	1
Gm1627	0	0	0	0	0	0
Bmncr	0	0	0	0	0	0
Fmod	1	0	0	0	0	0
Gm19497	14	12	14	11	14	12
Btg2	4923	4104	5194	3304	3554	2128
Gm31974	0	0	0	1	0	1
Gm32039	2	3	2	0	2	1
Gm8618	2	4	0	1	6	2
Chit1	62	30	66	87	83	51
Gm46158	0	0	0	0	0	0
Chi3l1	4030	1747	2996	8053	5143	4918
Mybph	2	2	1	3	1	6
Adora1	0	0	0	0	0	0
Gm32221	0	0	0	0	0	0
Gm24517	0	0	0	0	0	0
Myoparr	0	0	0	0	0	0
Myog	0	0	0	0	0	0
Ppfia4	1844	1561	2112	611	538	510
Gm32267	4	2	4	1	0	0
Tmem183a	3334	1912	2307	4206	3135	2427
Gm53477	0	0	0	0	1	1
Mgat4f	0	0	0	0	0	0
Cyb5r1	1719	1254	1715	1358	1309	947
Adipor1	9136	6629	9651	10826	8011	5991
Klhl12	1514	914	1125	2317	1288	1167
Rabif	1421	1178	1175	2013	1089	1047
Gm25612	2	1	4	4	0	0
Gm46159	1	0	0	0	0	0
Mgat4e	0	0	0	0	0	0
Gm46160	0	0	0	1	0	1
Kdm5b	1907	1971	1965	1608	762	784
Syt2	3	1	0	1	0	0
Ppp1r12b	771	493	973	365	130	270
Gm32670	0	0	0	0	0	0
Gm57568	0	0	0	0	0	0
Gm51748	10	41	12	9	16	14
Mir5104b	0	0	0	0	0	0
Ube2t	935	368	486	1274	1189	962
Lgr6	3	4	0	3	2	0
Ptprv	166	220	195	175	97	193
Ptpn7	5142	6232	4746	8617	5497	4436
